N;mark;year;mileage;vol_engine;price
70374;toyota;2010;221435;1598;24900
70375;toyota;2011;168800;1598;31990
70376;toyota;2007;251000;2000;12900
70377;toyota;2011;262000;1364;21900
70378;toyota;2011;73074;1598;27900
70379;toyota;2009;171000;1364;18900
70380;toyota;2011;124243;1598;25000
70381;toyota;2009;128959;1329;22000
70382;toyota;2010;207000;1364;22900
70383;toyota;2013;155000;1329;31999
70384;toyota;2011;239000;1364;21800
70385;toyota;2010;237699;1797;27777
70386;toyota;2008;178000;1398;17900
70387;toyota;2008;176562;1598;22000
70388;toyota;2010;112000;1329;30900
70389;toyota;2009;125000;1329;23500
70390;toyota;2009;192000;1598;23900
70391;toyota;2007;145365;1398;19900
70392;toyota;2010;226000;1598;27900
70393;toyota;2007;157000;1598;21900
70394;toyota;2011;185000;1798;33900
70395;toyota;2007;177072;1398;19800
70396;toyota;2006;228000;1998;19999
70397;toyota;2008;195000;1398;18900
70398;toyota;2011;94000;1798;39900
70399;toyota;2013;131500;1329;34900
70400;toyota;2007;230000;1998;14800
70401;toyota;2009;161000;1329;18700
70402;toyota;2007;172430;1998;17900
70403;toyota;2008;210000;1598;16999
70404;toyota;2007;137000;1398;18990
70405;toyota;2010;182000;1998;19900
70406;toyota;2009;155529;1329;25800
70407;toyota;2008;239777;1398;22900
70408;toyota;2011;81499;1598;34999
70409;toyota;2008;126000;1398;20900
70410;toyota;2009;169000;1998;18700
70411;toyota;2011;140000;1798;27900
70412;toyota;2009;109000;1329;18900
70413;toyota;2012;124000;1598;36900
70414;toyota;2007;168790;1998;15900
70415;toyota;2007;258000;1598;15500
70416;toyota;2008;116967;1598;26950
70417;toyota;2008;119000;1398;23900
70418;toyota;2010;156255;1398;21500
70419;toyota;2012;197000;1998;25900
70420;toyota;2008;139700;1998;24900
70421;toyota;2010;179996;1998;25000
70422;toyota;2010;229000;1598;25900
70423;toyota;2008;216000;1998;14900
70424;toyota;2007;181995;1398;15900
70425;toyota;2010;139000;1329;27900
70426;toyota;2007;199000;1998;17500
70427;toyota;2009;172183;1598;24900
70428;toyota;2011;146000;1329;26900
70429;toyota;2007;148640;1995;16000
70430;toyota;2011;93321;1995;31500
70431;toyota;2007;83891;1364;19000
70432;toyota;2008;151908;1398;20400
70433;toyota;2009;161000;1998;25500
70434;toyota;2008;105730;1398;20500
70435;toyota;2011;119000;1598;33900
70436;toyota;2012;155000;1598;32990
70437;toyota;2008;144000;1598;19600
70438;toyota;2008;130000;1598;22900
70439;toyota;2010;150000;1364;25500
70440;toyota;2009;201000;2000;13900
70441;toyota;2008;76000;1398;23500
70442;toyota;2011;243900;1598;25900
70443;toyota;2012;134312;1598;35900
70444;toyota;2012;85575;1598;38900
70445;toyota;2011;198000;1364;19900
70446;toyota;2010;115000;1329;33900
70447;toyota;2009;135000;1329;23500
70448;toyota;2010;202000;1598;25800
70449;toyota;2008;222222;1364;13500
70450;toyota;2011;170000;1598;28200
70451;toyota;2010;100000;1598;28500
70452;toyota;2009;222000;1398;21500
70453;toyota;2009;155000;1364;15900
70454;toyota;2011;162000;1329;27499
70455;toyota;2007;248000;1998;13900
70456;toyota;2008;171323;1598;17800
70457;toyota;2007;190738;1598;15000
70458;toyota;2008;202300;1598;17900
70459;toyota;2007;165000;2231;14999
70460;toyota;2008;254794;1598;19800
70461;toyota;2012;150417;1798;44000
70462;toyota;2008;135600;1398;20700
70463;toyota;2009;240000;1998;14000
70464;toyota;2010;140045;1329;28000
70465;toyota;2008;230000;1998;17500
70466;toyota;2007;104000;1600;23800
70467;toyota;2007;182211;1598;24900
70468;toyota;2007;94100;1398;15400
70469;toyota;2007;179000;1398;20300
70470;toyota;2010;126000;1329;25900
70471;toyota;2008;183000;1598;18600
70472;toyota;2008;201200;1364;18900
70473;toyota;2011;209000;1998;25900
70474;toyota;2007;199000;1598;19900
70475;toyota;2008;168000;1998;16500
70476;toyota;2011;149000;1598;31900
70477;toyota;2007;204569;1598;21400
70478;toyota;2007;188000;1598;19900
70479;toyota;2007;199854;1598;19600
70480;toyota;2007;235000;1998;14900
70481;toyota;2011;101000;1598;33700
70482;toyota;2008;210012;1398;18100
70483;toyota;2010;101253;1598;29900
70484;toyota;2008;214000;2231;16500
70485;toyota;2007;198123;1398;13999
70486;toyota;2007;167000;1998;22900
70487;toyota;2011;202000;1598;29900
70488;toyota;2010;254512;1364;24400
70489;toyota;2009;74000;1398;24850
70490;toyota;2010;165000;1329;22000
70491;toyota;2007;173000;1598;19900
70492;toyota;2011;165000;1364;17000
70493;toyota;2008;225000;1598;18000
70494;toyota;2007;193000;1398;14999
70495;toyota;2012;173000;1364;28900
70496;toyota;2007;164365;1598;19900
70497;toyota;2007;126000;1598;25900
70498;toyota;2007;241000;1998;17500
70499;toyota;2009;237606;1598;23900
70500;toyota;2009;261000;1998;21000
70501;toyota;2010;134000;1329;34500
70502;toyota;2010;265857;1364;21500
70503;toyota;2005;250000;1794;15999
70504;toyota;2006;189000;1794;18900
70505;toyota;2007;278000;1998;17990
70506;toyota;2005;170001;1794;16900
70507;toyota;2004;531000;1794;5500
70508;toyota;2004;163671;1598;14999
70509;toyota;2006;216000;1998;17000
70510;toyota;2009;177000;2231;17900
70511;toyota;2006;219000;1794;17900
70512;toyota;2005;270000;2231;14500
70513;toyota;2007;142091;1794;18500
70514;toyota;2007;306000;1998;13500
70515;toyota;2004;195000;1794;12900
70516;toyota;2003;227600;1794;13500
70517;toyota;2007;232000;1794;19900
70518;toyota;2005;239000;1998;15900
70519;toyota;2008;285000;1998;17500
70520;toyota;2006;180000;1794;16900
70521;toyota;2007;255000;2231;12500
70522;toyota;2004;239000;1794;7500
70523;toyota;2008;279000;1998;18000
70524;toyota;2006;155500;1794;18900
70525;toyota;2003;325931;1794;9000
70526;toyota;2007;275000;1998;13200
70527;toyota;2005;312000;1995;9900
70528;toyota;2007;300000;1998;13900
70529;toyota;2004;330700;1995;7000
70530;toyota;2004;202950;2362;29900
70531;toyota;2004;304406;1995;10999
70532;toyota;2004;345678;1998;16900
70533;toyota;2005;176033;1794;16800
70534;toyota;2005;261300;1995;10999
70535;toyota;2007;308000;2231;15900
70536;toyota;2006;213200;1794;16500
70537;toyota;2007;330134;2231;12500
70538;toyota;2008;214210;1800;25900
70539;toyota;2004;135000;1998;16990
70540;toyota;2005;235000;1998;15900
70541;toyota;2007;180859;1998;21500
70542;toyota;2006;285325;2231;10400
70543;toyota;2007;236294;1998;9000
70544;toyota;2005;338500;2231;9800
70545;toyota;2006;167799;1794;19900
70546;toyota;2008;340000;1998;14500
70547;toyota;2005;217000;1794;14990
70548;toyota;2008;254700;1800;17900
70549;toyota;2007;153632;1794;18999
70550;toyota;2006;153231;1794;18999
70551;toyota;2004;271000;1794;15499
70552;toyota;2006;167541;2231;13500
70553;toyota;2005;202000;1995;12999
70554;toyota;2008;212184;1987;26800
70555;toyota;2006;140000;1794;18500
70556;toyota;2008;280000;1998;15700
70557;toyota;2007;329300;1998;14900
70558;toyota;2004;257914;1794;9900
70559;toyota;2006;164700;1998;17500
70560;toyota;2008;378500;1794;15950
70561;toyota;2005;224000;2231;13900
70562;toyota;2008;196000;1998;18900
70563;toyota;2004;216000;1998;10800
70564;toyota;2005;200267;1794;19500
70565;toyota;2003;235000;1598;11900
70566;toyota;2007;192431;1998;14900
70567;toyota;2005;239000;1794;15700
70568;toyota;2004;185000;1998;20500
70569;toyota;2007;384400;1998;12900
70570;toyota;2005;227000;1995;9800
70571;toyota;2005;168000;1998;11999
70572;toyota;2008;197000;1998;18800
70573;toyota;2007;322000;1998;14999
70574;toyota;2003;303206;1995;7800
70575;toyota;2008;213000;1794;20900
70576;toyota;2004;226900;1794;10000
70577;toyota;2003;246000;1998;12000
70578;toyota;2006;146500;1794;19900
70579;toyota;2006;218300;2231;16000
70580;toyota;2005;244000;1995;12300
70581;toyota;2003;265000;1794;14500
70582;toyota;2005;256548;1794;16666
70583;toyota;2007;219662;1794;18900
70584;toyota;2005;179000;1794;17400
70585;toyota;2007;282000;1998;17500
70586;toyota;2006;182000;1800;19900
70587;toyota;2007;131000;1794;21700
70588;toyota;2004;238000;1995;9900
70589;toyota;2006;265000;1998;16900
70590;toyota;2007;315000;1998;12900
70591;toyota;2006;233542;1998;15600
70592;toyota;2006;205000;1998;19900
70593;toyota;2005;169488;1998;15900
70594;toyota;2005;134000;1794;19900
70595;toyota;2004;307000;1794;11070
70596;toyota;2007;243785;1998;18900
70597;toyota;2005;183665;1794;16800
70598;toyota;2008;41738;2231;49900
70599;toyota;2006;255400;1794;18500
70600;toyota;2005;170000;1794;16999
70601;toyota;2007;291100;2231;12500
70602;toyota;2007;181000;1995;14900
70603;toyota;2006;212000;1794;18500
70604;toyota;2006;267890;1998;14600
70605;toyota;2008;241000;1794;19600
70606;toyota;2007;249000;1794;18900
70607;toyota;2009;150000;1998;21900
70608;toyota;2004;227457;1794;13800
70609;toyota;2003;147600;1794;11800
70610;toyota;2005;140000;1998;17000
70611;toyota;2004;175000;1995;17500
70612;toyota;2004;236000;1794;14900
70613;toyota;2009;370000;1998;9900
70614;toyota;2008;239000;1998;22900
70615;toyota;2007;94000;1794;23999
70616;toyota;2003;265393;1995;9900
70617;toyota;2005;260000;1995;13600
70618;toyota;2008;224000;2000;16900
70619;toyota;2007;232000;1998;21900
70620;toyota;2003;290000;1794;9900
70621;toyota;2005;265400;2231;14900
70622;toyota;2009;172983;1798;31900
70623;toyota;2007;292000;1998;17900
70624;toyota;2007;213000;2231;18900
70625;toyota;2005;220000;1998;13900
70626;toyota;2005;240000;1995;13900
70627;toyota;2008;291000;1998;15500
70628;toyota;2007;196950;1800;19800
70629;toyota;2003;407844;1794;8979
70630;toyota;2004;245000;1598;8700
70631;toyota;2007;299000;2000;15700
70632;toyota;2004;260000;1800;14700
70633;toyota;2007;326952;2231;14900
70634;toyota;2004;323000;1995;11000
70635;toyota;2008;220000;1998;17990
70636;toyota;2006;242000;1794;17999
70637;toyota;2005;276000;2231;9800
70638;toyota;2006;214000;1998;18900
70639;toyota;2004;194986;1794;13499
70640;toyota;2006;311000;1998;13900
70641;toyota;2004;369000;1995;5999
70642;toyota;2006;241000;2231;11700
70643;toyota;2005;165000;1794;17900
70644;toyota;2003;281000;1995;10900
70645;toyota;2003;265345;1995;12900
70646;toyota;2009;163531;1794;23900
70647;toyota;2004;315000;1794;11500
70648;toyota;2006;292000;2231;13500
70649;toyota;2003;198200;1998;12800
70650;toyota;2008;171500;1998;21900
70651;toyota;2008;312000;2231;13999
70652;toyota;2008;199000;1794;20900
70653;toyota;2003;236100;1794;10900
70654;toyota;2004;399000;1995;6900
70655;toyota;2009;215000;1794;23900
70656;toyota;2005;220000;1794;15900
70657;toyota;2005;199727;1995;19500
70658;toyota;2004;250600;1995;9000
70659;toyota;2005;275000;2362;13900
70660;toyota;2003;210000;2000;10700
70661;toyota;2005;220000;1794;16999
70662;toyota;2008;218000;1794;19900
70663;toyota;2005;353000;1995;12500
70664;toyota;2003;230000;1998;16999
70665;toyota;2006;230124;1794;14800
70666;toyota;2004;176215;1995;14200
70667;toyota;2003;300150;1998;8900
70668;toyota;2007;229000;1998;15550
70669;toyota;2005;221400;2231;14600
70670;toyota;2005;229000;1794;15900
70671;toyota;2005;122342;1998;16900
70672;toyota;2006;384000;1998;9500
70673;toyota;2005;210000;1998;15700
70674;toyota;2003;244000;1995;10500
70675;toyota;2007;249000;1598;18500
70676;toyota;2008;169000;1794;20900
70677;toyota;2004;312000;1995;11000
70678;toyota;2004;239000;1995;12700
70679;toyota;2008;228000;1998;19900
70680;toyota;2005;279083;2231;14850
70681;toyota;2003;338000;1995;4900
70682;toyota;2007;344000;1998;9700
70683;toyota;2007;237000;1998;17800
70684;toyota;2003;291000;1794;11900
70685;toyota;2007;245623;1998;17500
70686;toyota;2006;209000;1998;14900
70687;toyota;2004;294000;2362;13900
70688;toyota;2004;288000;1794;14500
70689;toyota;2007;188000;1800;19700
70690;toyota;2003;363406;1794;9000
70691;toyota;2007;249897;1794;17990
70692;toyota;2005;279000;2000;10900
70693;toyota;2005;234000;1794;15900
70694;toyota;2008;221000;1794;22900
70695;toyota;2008;269256;1998;15499
70696;toyota;2006;212000;1794;17900
70697;toyota;2004;226551;1794;10800
70698;toyota;2006;214000;1998;14999
70699;toyota;2006;223385;1794;17700
70700;toyota;2005;250000;1998;12900
70701;toyota;2003;245016;1794;8900
70702;toyota;2005;308100;2231;12400
70703;toyota;2004;173458;1995;14900
70704;toyota;2004;240000;1995;13000
70705;toyota;2005;398600;1995;9250
70706;toyota;2007;150000;2231;11900
70707;toyota;2005;256000;1794;14900
70708;toyota;2005;271600;1995;10800
70709;toyota;2008;159900;1987;21500
70710;toyota;2007;280000;2231;15600
70711;toyota;2007;210000;1998;17790
70712;toyota;2008;280234;1998;15500
70713;toyota;2006;186000;1794;15990
70714;toyota;2007;183550;1998;21950
70715;toyota;2003;300000;1995;7300
70716;toyota;2005;190000;1998;13999
70717;toyota;2004;280000;1995;10500
70718;toyota;2005;220000;1794;15900
70719;toyota;2008;293000;2231;16200
70720;toyota;2006;373000;2231;11900
70721;toyota;2004;151500;1794;18500
70722;toyota;2009;213255;1998;20900
70723;toyota;2007;217800;1998;17800
70724;toyota;2003;301458;1995;8500
70725;toyota;2003;112500;1794;10750
70726;toyota;2005;165000;1998;16900
70727;toyota;2007;220000;1794;18900
70728;toyota;2005;208550;1998;16950
70729;toyota;2004;198550;1995;12600
70730;toyota;2006;280000;2231;17000
70731;toyota;2003;164000;1998;17500
70732;toyota;2004;262000;1794;11000
70733;toyota;2005;204000;2231;11900
70734;toyota;2003;181000;1794;14900
70735;toyota;2007;165783;1794;20900
70736;toyota;2007;223914;2231;13500
70737;toyota;2006;197000;1794;18900
70738;toyota;2005;179550;1794;16950
70739;toyota;2004;224000;1998;17500
70740;toyota;2004;230000;1998;18900
70741;toyota;2007;215224;1794;14900
70742;toyota;2007;240000;2231;12500
70743;toyota;2008;232000;2231;19200
70744;toyota;2006;180525;2231;19300
70745;toyota;2004;164000;1794;14600
70746;toyota;2005;270000;1995;11900
70747;toyota;2006;205800;1998;15700
70748;toyota;2007;319561;1998;12500
70749;toyota;2006;255350;2231;13000
70750;toyota;2006;250000;2231;15900
70751;toyota;2006;250000;2231;2599
70752;toyota;2007;255000;2231;14900
70753;toyota;2003;214000;1794;12500
70754;toyota;2005;252979;1998;17200
70755;toyota;2007;270000;2231;13500
70756;toyota;2007;240000;1998;16800
70757;toyota;2004;256600;1995;9800
70758;toyota;2004;108500;1998;18900
70759;toyota;2009;262000;2231;22900
70760;toyota;2014;162259;1998;40000
70761;toyota;2019;79993;1995;79700
70762;toyota;2016;70000;1798;64900
70763;toyota;2010;124523;2231;34000
70764;toyota;2014;212592;1798;39000
70765;toyota;2017;98700;1995;60500
70766;toyota;2015;126000;1798;62900
70767;toyota;2012;224420;1598;34900
70768;toyota;2015;75339;1798;67000
70769;toyota;2012;138000;1998;34300
70770;toyota;2016;194000;1995;46700
70771;toyota;2015;63422;1798;69900
70772;toyota;2015;147206;1998;51900
70773;toyota;2011;204000;1998;33900
70774;toyota;2016;79000;1798;75500
70775;toyota;2010;215500;1798;33500
70776;toyota;2009;271217;1798;26000
70777;toyota;2010;246000;1998;24990
70778;toyota;2015;115651;1798;67500
70779;toyota;2016;93000;1798;79900
70780;toyota;2015;167000;1995;59900
70781;toyota;2016;86874;1998;61500
70782;toyota;2016;72531;1798;72000
70783;toyota;2011;91500;1798;48900
70784;toyota;2013;210000;1798;45900
70785;toyota;2011;197000;1798;32500
70786;toyota;2010;176000;1598;28500
70787;toyota;2011;202850;1798;41900
70788;toyota;2012;87697;1798;46500
70789;toyota;2012;99296;1798;49500
70790;toyota;2009;123528;1794;32999
70791;toyota;2009;231360;2231;24900
70792;toyota;2015;152416;1998;50000
70793;toyota;2011;187000;1598;29900
70794;toyota;2014;29560;1798;52800
70795;toyota;2014;144222;1798;43500
70796;toyota;2010;147000;1998;33500
70797;toyota;2011;291667;1998;26000
70798;toyota;2012;262200;1798;32600
70799;toyota;2009;194681;2231;30000
70800;toyota;2013;218000;1998;38500
70801;toyota;2017;89000;1987;77490
70802;toyota;2010;69603;1798;40000
70803;toyota;2017;93486;1998;48001
70804;toyota;2009;231960;1798;37000
70805;toyota;2012;335000;1998;26500
70806;toyota;2016;210245;1995;49900
70807;toyota;2018;96575;1798;83900
70808;toyota;2013;206000;1998;32000
70809;toyota;2014;162000;2231;38900
70810;toyota;2009;198950;1798;32900
70811;toyota;2013;178795;1998;37500
70812;toyota;2011;184000;1598;28900
70813;toyota;2015;204654;1995;54900
70814;toyota;2017;92239;1798;69000
70815;toyota;2009;246223;1798;29900
70816;toyota;2010;203000;1798;32900
70817;toyota;2011;249000;1998;25900
70818;toyota;2009;279000;1998;22000
70819;toyota;2009;270000;1998;22500
70820;toyota;2018;73270;1995;77500
70821;toyota;2012;129000;2231;39999
70822;toyota;2017;140000;1995;66900
70823;toyota;2009;111380;1798;34999
70824;toyota;2014;135000;1798;54900
70825;toyota;2010;310000;1987;24900
70826;toyota;2015;100000;1798;52900
70827;toyota;2016;114382;1798;69000
70828;toyota;2009;168436;2231;28000
70829;toyota;2012;138251;1798;52900
70830;toyota;2009;135827;1798;30000
70831;toyota;2009;177000;1798;35800
70832;toyota;2010;247000;1998;21500
70833;toyota;2011;98000;1998;38500
70834;toyota;2015;210000;2000;42999
70835;toyota;2010;210000;1998;27900
70836;toyota;2009;218001;1798;29900
70837;toyota;2009;355000;1998;19900
70838;toyota;2009;172000;1798;35000
70839;toyota;2018;87830;1798;79900
70840;toyota;2009;243000;2231;19999
70841;toyota;2011;250500;1998;25500
70842;toyota;2018;107377;1798;83799
70843;toyota;2018;99500;1987;89900
70844;toyota;2017;38000;1798;97700
70845;toyota;2014;231000;1998;36900
70846;toyota;2012;173000;1798;43900
70847;toyota;2011;359000;2231;18900
70848;toyota;2009;162121;1987;36900
70849;toyota;2013;181000;1798;46900
70850;toyota;2013;143711;2231;46000
70851;toyota;2013;133318;1798;52000
70852;toyota;2016;97000;1798;58600
70853;toyota;2010;115152;1998;29777
70854;toyota;2009;177121;1794;35900
70855;toyota;2010;225107;2231;25000
70856;toyota;2013;139910;2231;47900
70857;toyota;2011;100700;1798;41999
70858;toyota;2009;199999;1798;36500
70859;toyota;2013;134000;1798;49900
70860;toyota;2017;93486;1998;52000
70861;toyota;2017;114707;1798;77500
70862;toyota;2015;40178;1998;59500
70863;toyota;2017;124824;1998;64000
